RoarPyWaypoint(location=array([-283.79998779,  391.69998169,    0.59999996]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.91985925]), lane_width=12.0)
RoarPyWaypoint(location=array([-286.33129883,  724.25671387,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.97948555]), lane_width=12.000027656555176)
RoarPyWaypoint(location=array([-285.21307373,  725.91491699,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.97548548]), lane_width=12.000012397766113)
RoarPyWaypoint(location=array([-284.08825684,  727.56860352,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.97148548]), lane_width=12.000019073486328)
RoarPyWaypoint(location=array([-282.95678711,  729.21783447,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.96748548]), lane_width=11.99999713897705)
RoarPyWaypoint(location=array([-281.8187561 ,  730.86248779,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.96348548]), lane_width=11.99999713897705)
RoarPyWaypoint(location=array([-280.67416382,  732.50256348,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.95948554]), lane_width=12.000039100646973)
RoarPyWaypoint(location=array([-279.52301025,  734.13806152,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.95548554]), lane_width=11.999983787536621)
RoarPyWaypoint(location=array([-278.36532593,  735.7689209 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.95148554]), lane_width=12.000020027160645)
RoarPyWaypoint(location=array([-277.20111084,  737.3951416 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.94748554]), lane_width=12.000027656555176)
RoarPyWaypoint(location=array([-276.03042603,  739.01672363,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.94348554]), lane_width=11.999987602233887)
RoarPyWaypoint(location=array([-274.85324097,  740.63354492,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.93948547]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([-273.6696167 ,  742.24572754,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.93548547]), lane_width=11.99996280670166)
RoarPyWaypoint(location=array([-272.47955322,  743.85314941,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.93148547]), lane_width=11.999958992004395)
RoarPyWaypoint(location=array([-271.28305054,  745.45574951,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.92748553]), lane_width=11.99997615814209)
RoarPyWaypoint(location=array([-270.08016968,  747.05358887,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.92348553]), lane_width=12.000038146972656)
RoarPyWaypoint(location=array([-268.87088013,  748.64660645,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.91948553]), lane_width=12.0)
RoarPyWaypoint(location=array([-267.65524292,  750.23474121,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.91548553]), lane_width=11.999981880187988)
RoarPyWaypoint(location=array([-266.43325806,  751.81799316,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.91148553]), lane_width=11.999985694885254)
RoarPyWaypoint(location=array([-265.20495605,  753.3963623 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.90748552]), lane_width=12.000035285949707)
RoarPyWaypoint(location=array([-263.97036743,  754.96984863,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.90348546]), lane_width=11.999983787536621)
RoarPyWaypoint(location=array([-262.72946167,  756.53833008,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.89948552]), lane_width=11.999951362609863)
RoarPyWaypoint(location=array([-261.48297119,  758.10241699,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.89729733]), lane_width=12.000004768371582)
RoarPyWaypoint(location=array([-260.23550415,  759.66571045,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.89729733]), lane_width=12.000016212463379)
RoarPyWaypoint(location=array([-258.98806763,  761.22894287,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.89729733]), lane_width=12.000016212463379)
RoarPyWaypoint(location=array([-257.74060059,  762.79223633,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.89729733]), lane_width=12.000016212463379)
RoarPyWaypoint(location=array([-256.49316406,  764.35552979,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.89729733]), lane_width=12.000016212463379)
RoarPyWaypoint(location=array([-255.24571228,  765.91882324,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.89729733]), lane_width=12.000028610229492)
RoarPyWaypoint(location=array([-253.9982605,  767.4821167,    0.       ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.89729733]), lane_width=12.000016212463379)
RoarPyWaypoint(location=array([-252.75080872,  769.04541016,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.89729733]), lane_width=12.000028610229492)
RoarPyWaypoint(location=array([-251.49908447,  770.60522461,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.89082073]), lane_width=11.999998092651367)
RoarPyWaypoint(location=array([-250.23558044,  772.15557861,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.88314243]), lane_width=12.0)
RoarPyWaypoint(location=array([-248.96020508,  773.69616699,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.87546407]), lane_width=12.000029563903809)
RoarPyWaypoint(location=array([-247.67303467,  775.22692871,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.86778571]), lane_width=11.99997615814209)
RoarPyWaypoint(location=array([-246.37416077,  776.7477417 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.86010736]), lane_width=11.999974250793457)
RoarPyWaypoint(location=array([-245.06364441,  778.25854492,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.85242906]), lane_width=11.999968528747559)
RoarPyWaypoint(location=array([-243.74156189,  779.75921631,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.84475064]), lane_width=12.000016212463379)
RoarPyWaypoint(location=array([-242.4079895 ,  781.24975586,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.83707234]), lane_width=11.999977111816406)
RoarPyWaypoint(location=array([-241.0630188 ,  782.72991943,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.82939398]), lane_width=12.000015258789062)
RoarPyWaypoint(location=array([-239.70672607,  784.19976807,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.82171562]), lane_width=12.00002670288086)
RoarPyWaypoint(location=array([-238.33918762,  785.65917969,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.81403727]), lane_width=11.999972343444824)
RoarPyWaypoint(location=array([-236.96047974,  787.10803223,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.80635891]), lane_width=11.99997329711914)
RoarPyWaypoint(location=array([-235.57069397,  788.54620361,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.79868055]), lane_width=11.999992370605469)
RoarPyWaypoint(location=array([-234.16989136,  789.97375488,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.79100225]), lane_width=12.000028610229492)
RoarPyWaypoint(location=array([-232.75819397,  791.39044189,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.78332383]), lane_width=11.99995231628418)
RoarPyWaypoint(location=array([-231.33563232,  792.79626465,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.77564553]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([-229.90234375,  794.19110107,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.76796717]), lane_width=11.999958038330078)
RoarPyWaypoint(location=array([-228.45837402,  795.57495117,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.76028882]), lane_width=12.000020027160645)
RoarPyWaypoint(location=array([-227.0038147 ,  796.94763184,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.75261046]), lane_width=12.000011444091797)
RoarPyWaypoint(location=array([-225.53877258,  798.30908203,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.74493216]), lane_width=12.000041007995605)
RoarPyWaypoint(location=array([-224.06330872,  799.65930176,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.73725374]), lane_width=11.999977111816406)
RoarPyWaypoint(location=array([-222.57752991,  800.99810791,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.72957544]), lane_width=11.999951362609863)
RoarPyWaypoint(location=array([-221.08151245,  802.32543945,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.72189708]), lane_width=11.999963760375977)
RoarPyWaypoint(location=array([-219.5753479 ,  803.64129639,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.71421873]), lane_width=11.999994277954102)
RoarPyWaypoint(location=array([-218.05911255,  804.94555664,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.70654037]), lane_width=11.999972343444824)
RoarPyWaypoint(location=array([-216.53292847,  806.23809814,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.69886201]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([-214.99685669,  807.5189209 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.69118365]), lane_width=11.999950408935547)
RoarPyWaypoint(location=array([-213.45098877,  808.7878418 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.68350529]), lane_width=11.999970436096191)
RoarPyWaypoint(location=array([-211.89543152,  810.04492188,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.67582699]), lane_width=12.000012397766113)
RoarPyWaypoint(location=array([-210.33026123,  811.29003906,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.66814857]), lane_width=12.00003719329834)
RoarPyWaypoint(location=array([-208.75558472,  812.52307129,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.66047028]), lane_width=11.999987602233887)
RoarPyWaypoint(location=array([-207.17147827,  813.74395752,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.65279185]), lane_width=12.000017166137695)
RoarPyWaypoint(location=array([-205.57804871,  814.95263672,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.64511356]), lane_width=12.000009536743164)
RoarPyWaypoint(location=array([-203.97538757,  816.14904785,    0.        ]), roll_pitch_yaw=array([ 0.       , -0.       ,  0.6374352]), lane_width=12.000043869018555)
RoarPyWaypoint(location=array([-202.36357117,  817.33319092,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.62975684]), lane_width=11.999960899353027)
RoarPyWaypoint(location=array([-200.74272156,  818.50488281,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.62207848]), lane_width=12.000038146972656)
RoarPyWaypoint(location=array([-199.1129303,  819.6640625,    0.       ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.61440019]), lane_width=11.999996185302734)
RoarPyWaypoint(location=array([-197.47428894,  820.81066895,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.60672176]), lane_width=12.000016212463379)
RoarPyWaypoint(location=array([-195.82687378,  821.94470215,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.59904347]), lane_width=12.000016212463379)
RoarPyWaypoint(location=array([-194.17440796,  823.07141113,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.59836076]), lane_width=12.000029563903809)
RoarPyWaypoint(location=array([-192.5218811 ,  824.19799805,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.59836076]), lane_width=12.000029563903809)
RoarPyWaypoint(location=array([-190.86936951,  825.32452393,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.59836076]), lane_width=12.000029563903809)
RoarPyWaypoint(location=array([-189.21684265,  826.45111084,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.59836076]), lane_width=12.000029563903809)
RoarPyWaypoint(location=array([-187.56433105,  827.57769775,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.59836076]), lane_width=12.000029563903809)
RoarPyWaypoint(location=array([-185.9118042 ,  828.70428467,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.59836076]), lane_width=12.000029563903809)
RoarPyWaypoint(location=array([-184.25848389,  829.82971191,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.59412354]), lane_width=12.000051498413086)
RoarPyWaypoint(location=array([-182.59414673,  830.9387207 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.58145515]), lane_width=11.999981880187988)
RoarPyWaypoint(location=array([-180.91592407,  832.02661133,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.56878676]), lane_width=12.000045776367188)
RoarPyWaypoint(location=array([-179.22402954,  833.09313965,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.55611847]), lane_width=12.000035285949707)
RoarPyWaypoint(location=array([-177.51876831,  834.13812256,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.54345008]), lane_width=11.999968528747559)
RoarPyWaypoint(location=array([-175.80039978,  835.16143799,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.53078172]), lane_width=12.000052452087402)
RoarPyWaypoint(location=array([-174.06921387,  836.16290283,    0.        ]), roll_pitch_yaw=array([ 0.       , -0.       ,  0.5181134]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([-172.32546997,  837.14233398,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.50544504]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([-170.56945801,  838.09960938,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.49277668]), lane_width=11.99998950958252)
RoarPyWaypoint(location=array([-168.80148315,  839.03460693,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.48010836]), lane_width=11.999978065490723)
RoarPyWaypoint(location=array([-167.02178955,  839.94708252,    0.        ]), roll_pitch_yaw=array([ 0.     , -0.     ,  0.46744]), lane_width=11.999954223632812)
RoarPyWaypoint(location=array([-165.23068237,  840.8369751 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.45477164]), lane_width=12.000054359436035)
RoarPyWaypoint(location=array([-163.42843628,  841.70410156,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.44210332]), lane_width=11.99994945526123)
RoarPyWaypoint(location=array([-161.61535645,  842.54827881,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.42943496]), lane_width=11.999983787536621)
RoarPyWaypoint(location=array([-159.79171753,  843.3694458 ,    0.        ]), roll_pitch_yaw=array([ 0.       , -0.       ,  0.4167666]), lane_width=11.99994945526123)
RoarPyWaypoint(location=array([-157.95783997,  844.16748047,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.40409824]), lane_width=11.999968528747559)
RoarPyWaypoint(location=array([-156.11399841,  844.94219971,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  0.39142992]), lane_width=12.000030517578125)
RoarPyWaypoint(location=array([-1.54367950e+02,  8.46057373e+02, -7.42319291e-01]), roll_pitch_yaw=array([ 2.60790768e-07, -1.34706492e-05,  4.49937005e-01]), lane_width=12.0)
RoarPyWaypoint(location=array([-1.52556793e+02,  8.46932556e+02, -7.42319214e-01]), roll_pitch_yaw=array([ 2.57266478e-07, -1.33514397e-05,  4.49935340e-01]), lane_width=12.0)
RoarPyWaypoint(location=array([-1.50703445e+02,  8.47767700e+02, -7.42310555e-01]), roll_pitch_yaw=array([-3.66983598e-04,  1.33514397e-05,  4.21155124e-01]), lane_width=12.0)
RoarPyWaypoint(location=array([-1.48876831e+02,  8.48583191e+02, -7.42317994e-01]), roll_pitch_yaw=array([ 3.64453286e-05, -9.41753310e-06,  4.20673059e-01]), lane_width=12.0)
RoarPyWaypoint(location=array([-1.47038071e+02,  8.49389648e+02, -7.42313569e-01]), roll_pitch_yaw=array([-6.92421818e-04,  3.21865064e-06,  4.10067286e-01]), lane_width=12.0)
